// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
51;214;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_DEFAULT;
0;0;0;0;0;0;0;4512;6350;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_FRONT_M1;
0;0;0;0;0;0;0;4512;8390862;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_REAR_M1;
0;0;0;0;0;0;0;4512;9537728;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_RILE_M1;
0;0;0;0;0;0;0;4512;104670;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_UPDO_M1;
0;0;0;0;0;0;0;4512;39114;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_FRONT_M1;
0;0;0;0;0;0;0;4512;8394954;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_REAR_M1;
0;0;0;0;0;0;0;4512;11638976;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_RILE_M1;
0;0;0;0;0;0;0;4512;39130;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_UPDO_M1;
0;0;0;0;0;0;0;4512;-2147483648;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_K_BIG_ALL;
0;0;0;0;0;0;0;4512;264546;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_FRONT_M1;
0;0;0;0;0;0;0;4512;8399178;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_REAR_M1;
0;0;0;0;0;0;0;4512;9734496;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_RILE_M1;
0;0;0;0;0;0;0;4512;305522;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_UPDO_M1;
0;0;0;0;0;0;0;4512;1610623334;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_FRONT_M1;
0;0;0;0;0;0;0;4512;545270086;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_REAR_M1;
0;0;0;0;0;0;0;4512;1087678784;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_RILE_M1;
0;0;0;0;0;0;0;4512;1610645974;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_UPDO_M1;
0;0;0;0;0;0;0;4512;1073789306;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_FRONT_M1;
0;0;0;0;0;0;0;4512;537966962;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_REAR_M1;
0;0;0;0;0;0;0;4512;1087748416;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_RILE_M1;
0;0;0;0;0;0;0;4512;1610660218;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_UPDO_M1;
0;0;0;0;0;0;0;4512;1610657122;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_FRONT_M1;
0;0;0;0;0;0;0;4512;537955691;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_REAR_M1;
0;0;0;0;0;0;0;4512;1074916706;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_RILE_M1;
0;0;0;0;0;0;0;4512;1610673522;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_UPDO_M1;
0;0;0;0;0;0;0;4512;2812;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_FRONT_M6;
